S.No	VertexId	UserId	WorkLoad
3610	  56907		  2498	  15
3611	  56910		  2545	  15
3612	  56919		  2546	  15
3613	  57052		  6435	  15
3614	  57062		  2548	  15
3615	  57076		  2549	  15
3616	  57179		  2551	  15
3617	  57183		  899	  15
3618	  57209		  2555	  15
3619	  57223		  2556	  15
3620	  57226		  2566	  15
3621	  57260		  2557	  15
3622	  57330		  4220	  15
3623	  57341		  2469	  15
3624	  57346		  2567	  15
3625	  57353		  2558	  15
3626	  57357		  2559	  15
3627	  57585		  5406	  15
3628	  57623		  2561	  15
3629	  57627		  2562	  15
3630	  57631		  2563	  15
3631	  57635		  2564	  15
3632	  58214		  4778	  15
3633	  58276		  5364	  15
3634	  58418		  6942	  15
3635	  58467		  7319	  15
3636	  58472		  7362	  15
3637	  58537		  7857	  15
3638	  58559		  7996	  15
3639	  58566		  8068	  15
3640	  58582		  8169	  15
3641	  58599		  2569	  15
3642	  58606		  2572	  15
3643	  58615		  2573	  15
3644	  58618		  2574	  15
3645	  58739		  5713	  15
3646	  58770		  2577	  15
3647	  58774		  2578	  15
3648	  58800		  2581	  15
3649	  58803		  2582	  15
3650	  58806		  2583	  15
3651	  58810		  2584	  15
3652	  58873		  2586	  15
3653	  58886		  4625	  15
3654	  59018		  2596	  15
3655	  59035		  2598	  15
3656	  59195		  2603	  15
3657	  59258		  6080	  15
3658	  59264		  2606	  15
3659	  59268		  2608	  15
3660	  59284		  2609	  15
3661	  59293		  2610	  15
3662	  59296		  2611	  15
3663	  59332		  5387	  15
3664	  59336		  2613	  15
3665	  59363		  2614	  15
3666	  59370		  2615	  15
3667	  59374		  2616	  15
3668	  59529		  5240	  15
3669	  59538		  5533	  15
3670	  59549		  5956	  15
3671	  59554		  6109	  15
3672	  59560		  6279	  15
3673	  59640		  2627	  15
3674	  59643		  2626	  15
3675	  59648		  2630	  15
3676	  59652		  2631	  15
3677	  59655		  2632	  15
3678	  59658		  2633	  15
3679	  59661		  1863	  15
3680	  59664		  2634	  15
3681	  59667		  2635	  15
3682	  59670		  2636	  15
3683	  59673		  2637	  15
3684	  59676		  2639	  15
3685	  59679		  2640	  15
3686	  59683		  2641	  15
3687	  59686		  2642	  15
3688	  59696		  2644	  15
3689	  59699		  2628	  15
3690	  59759		  2648	  15
3691	  59762		  2649	  15
3692	  60192		  6543	  15
3693	  60198		  2656	  15
3694	  60437		  5260	  15
3695	  60541		  8024	  15
3696	  60556		  2659	  15
3697	  60576		  2661	  15
3698	  60581		  2663	  15
3699	  60585		  2664	  15
3700	  60588		  2668	  15
3701	  60591		  2671	  15
3702	  60607		  2673	  15
3703	  60713		  2675	  15
3704	  60716		  2676	  15
3705	  60725		  2677	  15
3706	  60767		  2680	  15
3707	  60775		  2682	  15
3708	  60778		  2683	  15
3709	  60793		  2684	  15
3710	  60805		  2699	  15
3711	  61049		  2701	  15
3712	  61217		  6105	  15
3713	  61241		  2702	  15
3714	  61323		  2703	  15
3715	  61386		  2688	  15
3716	  61884		  5368	  15
3717	  61905		  5514	  15
3718	  61933		  5756	  15
3719	  62012		  2704	  15
3720	  62391		  6078	  15
3721	  62419		  2690	  15
3722	  62447		  2691	  15
3723	  62493		  2692	  15
3724	  62663		  2705	  15
3725	  62666		  2706	  15
3726	  62686		  2694	  15
3727	  62706		  2695	  15
3728	  62824		  2698	  15
3729	  62841		  2709	  15
3730	  62844		  2711	  15
3731	  62859		  2715	  15
3732	  62863		  2716	  15
3733	  62866		  2717	  15
3734	  62869		  2718	  15
3735	  62872		  2719	  15
3736	  62897		  2722	  15
3737	  62900		  2723	  15
3738	  62913		  2725	  15
3739	  62949		  2728	  15
3740	  62954		  2730	  15
3741	  62958		  2731	  15
3742	  62961		  2733	  15
3743	  62966		  2729	  15
3744	  62969		  2734	  15
3745	  62973		  2737	  15
3746	  62991		  2738	  15
3747	  62995		  7423	  15
3748	  62998		  2739	  15
3749	  63001		  2740	  15
3750	  63031		  2741	  15
3751	  63034		  2744	  15
3752	  63179		  2748	  15
3753	  63182		  2749	  15
3754	  63185		  2752	  15
3755	  63194		  2753	  15
3756	  63197		  2755	  15
3757	  63200		  2757	  15
3758	  63207		  2759	  15
3759	  63233		  2761	  15
3760	  63236		  2762	  15
3761	  63271		  2766	  15
3762	  63274		  2767	  15
3763	  63318		  2771	  15
3764	  63321		  2769	  15
3765	  63324		  2772	  15
3766	  63327		  2773	  15
3767	  63411		  2776	  15
3768	  63414		  2778	  15
3769	  63438		  2779	  15
3770	  63441		  2780	  15
3771	  63447		  2782	  15
3772	  63450		  2783	  15
3773	  63453		  2784	  15
3774	  63460		  2786	  15
3775	  63463		  2788	  15
3776	  63469		  2789	  15
3777	  63554		  3036	  15
3778	  63649		  2791	  15
3779	  63666		  2792	  15
3780	  63686		  2793	  15
3781	  63694		  2796	  15
3782	  63704		  2802	  15
3783	  63715		  2803	  15
3784	  63718		  2804	  15
3785	  63736		  2807	  15
3786	  63743		  2808	  15
3787	  63766		  2813	  15
3788	  63792		  2817	  15
3789	  63857		  2823	  15
3790	  63924		  3109	  15
3791	  63966		  2824	  15
3792	  63969		  2826	  15
3793	  63972		  2758	  15
3794	  63976		  2827	  15
3795	  64037		  2832	  15
3796	  64063		  4264	  15
3797	  64091		  2833	  15
3798	  64100		  2835	  15
3799	  64124		  2839	  15
3800	  64131		  2840	  15
3801	  64149		  2845	  15
3802	  64154		  2846	  15
3803	  64157		  2847	  15
3804	  64160		  2848	  15
3805	  64163		  2849	  15
3806	  64166		  2850	  15
3807	  64213		  2852	  15
3808	  64217		  2853	  15
3809	  64220		  2855	  15
3810	  64243		  2857	  15
3811	  64246		  2858	  15
3812	  64348		  4171	  15
3813	  64392		  2860	  15
3814	  64399		  2866	  15
3815	  64407		  2867	  15
3816	  64412		  2861	  15
3817	  64415		  2868	  15
3818	  64418		  2869	  15
3819	  64421		  2862	  15
3820	  64427		  2863	  15
3821	  64434		  2870	  15
3822	  64719		  2864	  15
3823	  64722		  2865	  15
3824	  64726		  2872	  15
3825	  64815		  2875	  15
3826	  64823		  2876	  15
3827	  64828		  2879	  15
3828	  64831		  2881	  15
3829	  64834		  2882	  15
3830	  64837		  2883	  15
3831	  64855		  4068	  15
3832	  64869		  2884	  15
3833	  64872		  2885	  15
3834	  64879		  2467	  15
3835	  64885		  2896	  15
3836	  64888		  2568	  15
3837	  64894		  2886	  15
3838	  64899		  2887	  15
3839	  64902		  2888	  15
3840	  64905		  2464	  15
3841	  64908		  2889	  15
3842	  64924		  2890	  15
3843	  64927		  2891	  15
3844	  64930		  2892	  15
3845	  64933		  2893	  15
3846	  64936		  2894	  15
3847	  64939		  2895	  15
3848	  64942		  2898	  15
3849	  64946		  2901	  15
3850	  64952		  2899	  15
3851	  64984		  2905	  15
3852	  64990		  2903	  15
3853	  65000		  2904	  15
3854	  65020		  2906	  15
3855	  65028		  2907	  15
3856	  65036		  2908	  15
3857	  65140		  2913	  15
3858	  65153		  2916	  15
3859	  65161		  2919	  15
3860	  65165		  2921	  15
3861	  65203		  2924	  15
3862	  65227		  2929	  15
3863	  65230		  2930	  15
3864	  65295		  2931	  15
3865	  65298		  7316	  15
3866	  65301		  2933	  15
3867	  65309		  2935	  15
3868	  65351		  2939	  15
3869	  65360		  2938	  15
3870	  65481		  7254	  15
3871	  65488		  2941	  15
3872	  65501		  2936	  15
3873	  65511		  2944	  15
3874	  65514		  2945	  15
3875	  65517		  2947	  15
3876	  65529		  2948	  15
3877	  65557		  2949	  15
3878	  65560		  2950	  15
3879	  65594		  2952	  15
3880	  65597		  2953	  15
3881	  65609		  2954	  15
3882	  65612		  2957	  15
3883	  65662		  2960	  15
3884	  65665		  2961	  15
3885	  65668		  2962	  15
3886	  65671		  2964	  15
3887	  65743		  2965	  15
3888	  65747		  2967	  15
3889	  65913		  4086	  15
3890	  66251		  4866	  15
3891	  66256		  4934	  15
3892	  66262		  4987	  15
3893	  66265		  4992	  15
3894	  66324		  5694	  15
3895	  66383		  6611	  15
3896	  66401		  7023	  15
3897	  66412		  7734	  15
3898	  66417		  2971	  15
3899	  66420		  2969	  15
3900	  66425		  2970	  15
3901	  66443		  2978	  15
3902	  66451		  2980	  15
3903	  66454		  2982	  15
3904	  66457		  2983	  15
3905	  66487		  2985	  15
3906	  66493		  2986	  15
3907	  66498		  2987	  15
3908	  66509		  2988	  15
3909	  66566		  2989	  15
3910	  66586		  2992	  15
3911	  66589		  2994	  15
3912	  66594		  2995	  15
3913	  66606		  2998	  15
3914	  66676		  3001	  15
3915	  66690		  3008	  15
3916	  66693		  3003	  15
3917	  66747		  3004	  15
3918	  66780		  3006	  15
3919	  66936		  3011	  15
3920	  66939		  3012	  15
3921	  66942		  3013	  15
3922	  67092		  3016	  15
3923	  67096		  3017	  15
3924	  67120		  3019	  15
3925	  67170		  3363	  15
3926	  67184		  3022	  15
3927	  67239		  3025	  15
3928	  67597		  4684	  15
3929	  67603		  4779	  15
3930	  67612		  4887	  15
3931	  67623		  5267	  15
3932	  67626		  5350	  15
3933	  67631		  5442	  15
3934	  67652		  6427	  15
3935	  67657		  6475	  15
3936	  67666		  3031	  15
3937	  67718		  3032	  15
3938	  68019		  3035	  15
3939	  68234		  3037	  15
3940	  68243		  3038	  15
3941	  68246		  3039	  15
3942	  68262		  3040	  15
3943	  68271		  3041	  15
3944	  68287		  3042	  15
3945	  68290		  3043	  15
3946	  68293		  3044	  15
3947	  68301		  3048	  15
3948	  68304		  3049	  15
3949	  68312		  3046	  15
3950	  68368		  3051	  15
3951	  68371		  3052	  15
3952	  68374		  3053	  15
3953	  68385		  3054	  15
3954	  68388		  3055	  15
3955	  68442		  3057	  15
3956	  68524		  3047	  15
3957	  68538		  3060	  15
3958	  68601		  3061	  15
3959	  68605		  3062	  15
3960	  68649		  2976	  15
3961	  68658		  3066	  15
3962	  68661		  3070	  15
3963	  68665		  3071	  15
3964	  68668		  3072	  15
3965	  68727		  7290	  15
3966	  68731		  3074	  15
3967	  68734		  3075	  15
3968	  68738		  3076	  15
3969	  68741		  3077	  15
3970	  68747		  3078	  15
3971	  68750		  3063	  15
3972	  68754		  7735	  15
3973	  68757		  3081	  15
3974	  68779		  3083	  15
3975	  68845		  3085	  15
3976	  68848		  3086	  15
3977	  68858		  3087	  15
3978	  68868		  3088	  15
3979	  68911		  3090	  15
3980	  68923		  6530	  15
3981	  68927		  3091	  15
3982	  69011		  3093	  15
3983	  69014		  3094	  15
3984	  69021		  3097	  15
3985	  69024		  3098	  15
3986	  69063		  3095	  15
3987	  69102		  3096	  15
3988	  69107		  3101	  15
3989	  69111		  3102	  15
3990	  69124		  3107	  15
3991	  69136		  2842	  15
3992	  69236		  3617	  15
3993	  69264		  3108	  15
3994	  69282		  8227	  15
3995	  69285		  3110	  15
3996	  69308		  3111	  15
3997	  69311		  3112	  15
3998	  69314		  3113	  15
3999	  69317		  2003	  15
4000	  69377		  7440	  15
4001	  69385		  3115	  15
4002	  69392		  3118	  15
4003	  69396		  3119	  15
4004	  69401		  3120	  15
4005	  69411		  3123	  15
4006	  69416		  3124	  15
4007	  69437		  3127	  15
4008	  69452		  3701	  15
4009	  69456		  3128	  15
4010	  69459		  3129	  15
4011	  69463		  3131	  15
4012	  69466		  3132	  15
4013	  69471		  3135	  15
4014	  69474		  3133	  15
4015	  69477		  3134	  15
4016	  69480		  3137	  15
4017	  69488		  3143	  15
4018	  69491		  3142	  15
4019	  69648		  3146	  15
4020	  69651		  3147	  15
4021	  69695		  3149	  15
4022	  69698		  3151	  15
4023	  69701		  3152	  15
4024	  69704		  3153	  15
4025	  69707		  3154	  15
4026	  69710		  3156	  15
4027	  69713		  3158	  15
4028	  69716		  3159	  15
4029	  69727		  3160	  15
4030	  69731		  3162	  15
4031	  69736		  3163	  15
4032	  69739		  3165	  15
4033	  69742		  3166	  15
4034	  69745		  3167	  15
4035	  69748		  3169	  15
4036	  69751		  3168	  15
4037	  69833		  3172	  15
4038	  69855		  3174	  15
4039	  69858		  3175	  15
4040	  69901		  3176	  15
4041	  69933		  3181	  15
4042	  69938		  3190	  15
4043	  69950		  3182	  15
4044	  69953		  3183	  15
4045	  69957		  3184	  15
4046	  69960		  3185	  15
4047	  69964		  3186	  15
4048	  69967		  3187	  15
4049	  69970		  3188	  15
4050	  69992		  3189	  15
4051	  70060		  3194	  15
4052	  70062		  3195	  15
4053	  70133		  3196	  15
4054	  70157		  3197	  15
4055	  70163		  3198	  15
4056	  70166		  3199	  15
4057	  70189		  3202	  15
4058	  70199		  3203	  15
4059	  70202		  3204	  15
4060	  70205		  3206	  15
4061	  70208		  3207	  15
4062	  70211		  3208	  15
4063	  70219		  3209	  15
4064	  70262		  3212	  15
4065	  70265		  3213	  15
4066	  70268		  3215	  15
4067	  70271		  3214	  15
4068	  70274		  3216	  15
4069	  70278		  3210	  15
4070	  70283		  3217	  15
4071	  70286		  532	  15
4072	  70289		  3219	  15
4073	  70292		  3220	  15
4074	  70295		  3221	  15
4075	  70298		  1509	  15
4076	  70301		  3211	  15
4077	  70305		  3218	  15
4078	  70308		  3222	  15
4079	  70311		  3223	  15
4080	  70314		  3224	  15
4081	  70317		  3225	  15
4082	  70332		  3226	  15
4083	  70335		  3227	  15
4084	  70356		  3228	  15
4085	  70360		  3229	  15
4086	  70363		  3230	  15
4087	  70366		  3231	  15
4088	  70369		  3232	  15
4089	  70372		  3234	  15
4090	  70375		  3233	  15
4091	  70408		  3239	  15
4092	  70413		  3240	  15
4093	  70416		  3241	  15
4094	  70419		  3242	  15
4095	  70427		  3244	  15
4096	  70429		  3245	  15
4097	  70432		  3246	  15
4098	  70436		  3247	  15
4099	  70440		  3248	  15
4100	  70443		  3249	  15
4101	  70448		  3250	  15
4102	  70453		  3252	  15
4103	  70514		  3257	  15
4104	  70612		  3263	  15
4105	  70615		  3264	  15
4106	  70618		  3259	  15
4107	  70630		  3261	  15
4108	  70633		  3262	  15
4109	  70644		  3267	  15
4110	  70647		  3268	  15
4111	  70651		  212	  15
4112	  70654		  3269	  15
4113	  70659		  3270	  15
4114	  70665		  2624	  15
4115	  70668		  3272	  15
4116	  70672		  3280	  15
4117	  70677		  3281	  15
4118	  70680		  3273	  15
4119	  70752		  3275	  15
4120	  70847		  3277	  15
4121	  70850		  3278	  15
4122	  70854		  3279	  15
4123	  70879		  3288	  15
4124	  70940		  3292	  15
4125	  70950		  3294	  15
4126	  70953		  3296	  15
4127	  71008		  3298	  15
4128	  71011		  3299	  15
4129	  71014		  3300	  15
4130	  71036		  3302	  15
4131	  71039		  3303	  15
4132	  71042		  1529	  15
4133	  71046		  3304	  15
4134	  71079		  3305	  15
4135	  71108		  3311	  15
4136	  71111		  3312	  15
4137	  71119		  3282	  15
4138	  71126		  3314	  15
4139	  71129		  3315	  15
4140	  71144		  3290	  15
4141	  71182		  3318	  15
4142	  71185		  3316	  15
4143	  71190		  3317	  15
4144	  71232		  3322	  15
4145	  71235		  3323	  15
4146	  71239		  3325	  15
4147	  71247		  3326	  15
4148	  71267		  3335	  15
4149	  71270		  3331	  15
4150	  71273		  3332	  15
4151	  71276		  3333	  15
4152	  71309		  3339	  15
4153	  71312		  3340	  15
4154	  71318		  3341	  15
4155	  71321		  3342	  15
4156	  71324		  3343	  15
4157	  71339		  3344	  15
4158	  71342		  3345	  15
4159	  71409		  3349	  15
4160	  71420		  3350	  15
4161	  71750		  3353	  15
4162	  71753		  3354	  15
4163	  71760		  3355	  15
4164	  71765		  3360	  15
4165	  71768		  3356	  15
4166	  71771		  3357	  15
4167	  71775		  3358	  15
4168	  71778		  3359	  15
4169	  71781		  3306	  15
4170	  71790		  3361	  15
4171	  71794		  3362	  15
4172	  71797		  3368	  15
4173	  71800		  3369	  15
4174	  71803		  3370	  15
4175	  71806		  3366	  15
4176	  71871		  3367	  15
4177	  71876		  3373	  15
4178	  71890		  3374	  15
4179	  71896		  3375	  15
4180	  71941		  3377	  15
4181	  71947		  3378	  15
4182	  71990		  3379	  15
4183	  72011		  3380	  15
4184	  72235		  3382	  15
4185	  72238		  3383	  15
4186	  72242		  3384	  15
4187	  72247		  3385	  15
4188	  72250		  3388	  15
4189	  72267		  3389	  15
4190	  72271		  3391	  15
4191	  72277		  3392	  15
4192	  72474		  5882	  15
4193	  72480		  3395	  15
4194	  72483		  3396	  15
4195	  72487		  3397	  15
4196	  72492		  3398	  15
4197	  72495		  3399	  15
4198	  72500		  3400	  15
4199	  72503		  3401	  15
4200	  72506		  3403	  15
4201	  72511		  3402	  15
4202	  72640		  3592	  15
4203	  72726		  6307	  15
4204	  72733		  8263	  15
4205	  72737		  3405	  15
4206	  72740		  3390	  15
4207	  72787		  5388	  15
4208	  72804		  3407	  15
4209	  72807		  3406	  15
4210	  72814		  3411	  15
4211	  72817		  3412	  15
4212	  72820		  3422	  15
4213	  72825		  3423	  15
4214	  72828		  3416	  15
4215	  72831		  3424	  15
4216	  72834		  3425	  15
4217	  72838		  3418	  15
4218	  72871		  3426	  15
4219	  72874		  3434	  15
4220	  72890		  3436	  15
4221	  72893		  3437	  15
4222	  72896		  3440	  15
4223	  72899		  3441	  15
4224	  72923		  3438	  15
4225	  72926		  3444	  15
4226	  72930		  3445	  15
4227	  73247		  6225	  15
4228	  73277		  6724	  15
4229	  73288		  6920	  15
4230	  73305		  7222	  15
4231	  73320		  3448	  15
4232	  73325		  3449	  15
4233	  73641		  3450	  15
4234	  73670		  3451	  15
4235	  74083		  4880	  15
4236	  74133		  5306	  15
4237	  74153		  5471	  15
4238	  74191		  6054	  15
4239	  74215		  6826	  15
4240	  74687		  3457	  15
4241	  74972		  5363	  15
4242	  75141		  3462	  15
4243	  75256		  3466	  15
4244	  75275		  3467	  15
4245	  75278		  3468	  15
4246	  75283		  3469	  15
4247	  75308		  3470	  15
4248	  75331		  3472	  15
4249	  75348		  3471	  15
4250	  75352		  3475	  15
4251	  75475		  3481	  15
4252	  75494		  3482	  15
4253	  75540		  3477	  15
4254	  75595		  3478	  15
4255	  75639		  3487	  15
4256	  75642		  3488	  15
4257	  75660		  3492	  15
4258	  75665		  3493	  15
4259	  75668		  3490	  15
4260	  75672		  3494	  15
4261	  75675		  3495	  15
4262	  75680		  3427	  15
4263	  75683		  3496	  15
4264	  75695		  3491	  15
4265	  75699		  2524	  15
4266	  75708		  3497	  15
4267	  75825		  3499	  15
4268	  75830		  3500	  15
4269	  75833		  3504	  15
4270	  75836		  3509	  15
4271	  75839		  3510	  15
4272	  75842		  3515	  15
4273	  75847		  3511	  15
4274	  75850		  3512	  15
4275	  75861		  3513	  15
4276	  75867		  3514	  15
4277	  75870		  3518	  15
4278	  75878		  3519	  15
4279	  75929		  3521	  15
4280	  75960		  3522	  15
4281	  76033		  3523	  15
4282	  76063		  3524	  15
4283	  76066		  3525	  15
4284	  76084		  3526	  15
4285	  76092		  3527	  15
4286	  76158		  3386	  15
4287	  76172		  3530	  15
4288	  76177		  3531	  15
4289	  76180		  3532	  15
4290	  76187		  3535	  15
4291	  76194		  3536	  15
4292	  76204		  3539	  15
4293	  76208		  3540	  15
4294	  76295		  3542	  15
4295	  76302		  3543	  15
4296	  76307		  3508	  15
4297	  76320		  3544	  15
4298	  76329		  3545	  15
4299	  76333		  3550	  15
4300	  76336		  3551	  15
4301	  76339		  3552	  15
4302	  76342		  3553	  15
4303	  76396		  3558	  15
4304	  76399		  3560	  15
4305	  76415		  4481	  15
4306	  76419		  3561	  15
4307	  76465		  3563	  15
4308	  76470		  3564	  15
4309	  76474		  3565	  15
4310	  76477		  3566	  15
4311	  76602		  4265	  15
4312	  76645		  6162	  15
4313	  76649		  3569	  15
4314	  76697		  3577	  15
4315	  76700		  3579	  15
4316	  76704		  3578	  15
4317	  76707		  3708	  15
4318	  76723		  7708	  15
4319	  76727		  3581	  15
4320	  76730		  3582	  15
4321	  76733		  3583	  15
4322	  76739		  3584	  15
4323	  76742		  3585	  15
4324	  76850		  6680	  15
4325	  76904		  3589	  15
4326	  76911		  3528	  15
4327	  76926		  3591	  15
4328	  76941		  3590	  15
4329	  76944		  3593	  15
4330	  76972		  3594	  15
4331	  76976		  3598	  15
4332	  76982		  3595	  15
4333	  76986		  3599	  15
4334	  76989		  3600	  15
4335	  77003		  3601	  15
4336	  77057		  3596	  15
4337	  77060		  3597	  15
4338	  77075		  3602	  15
4339	  77078		  3603	  15
4340	  77092		  3605	  15
4341	  77095		  3606	  15
4342	  77122		  3610	  15
4343	  77128		  3611	  15
4344	  77152		  3613	  15
4345	  77504		  3618	  15
4346	  77507		  3619	  15
4347	  77510		  3620	  15
4348	  77513		  3621	  15
4349	  77516		  3622	  15
4350	  77540		  3624	  15
4351	  77606		  3625	  15
4352	  77616		  3604	  15
4353	  77620		  3628	  15
4354	  77623		  3630	  15
4355	  77748		  3632	  15
4356	  77751		  3633	  15
4357	  77946		  3636	  15
4358	  77959		  3637	  15
4359	  77965		  3638	  15
4360	  77968		  3639	  15
4361	  77982		  3640	  15
4362	  77985		  3641	  15
4363	  78199		  3642	  15
4364	  78504		  6721	  15
4365	  78649		  3649	  15
4366	  78661		  3647	  15
4367	  78676		  3651	  15
4368	  78679		  3652	  15
4369	  78682		  3654	  15
4370	  78685		  3653	  15
4371	  78689		  3655	  15
4372	  78700		  3656	  15
4373	  78705		  3657	  15
4374	  78708		  3658	  15
4375	  78749		  3659	  15
4376	  78912		  3662	  15
4377	  78924		  3663	  15
4378	  78928		  3665	  15
4379	  78950		  3666	  15
4380	  79096		  3667	  15
4381	  79104		  3668	  15
4382	  79107		  3673	  15
4383	  79114		  3674	  15
4384	  79118		  3675	  15
4385	  79121		  3676	  15
4386	  79124		  3677	  15
4387	  79128		  3678	  15
4388	  79148		  3682	  15
4389	  79225		  3683	  15
4390	  79233		  3684	  15
4391	  79236		  3685	  15
4392	  79240		  3686	  15
4393	  79245		  3692	  15
4394	  79255		  3687	  15
4395	  79258		  3688	  15
4396	  79264		  3689	  15
4397	  79268		  3690	  15
4398	  79297		  3832	  15
4399	  79331		  5481	  15
4400	  79361		  7387	  15
4401	  79372		  3693	  15
4402	  79375		  3694	  15
4403	  79378		  3695	  15
4404	  79381		  3696	  15
4405	  79384		  3697	  15
4406	  79387		  3698	  15
4407	  79390		  3700	  15
4408	  79394		  3702	  15
4409	  79397		  3703	  15
4410	  79400		  3704	  15
4411	  79403		  3705	  15
4412	  79408		  3706	  15
4413	  79411		  3707	  15
4414	  79414		  3709	  15
4415	  79423		  2067	  15
4416	  79428		  3711	  15
4417	  79431		  3712	  15
4418	  79434		  3714	  15
4419	  79451		  3715	  15
4420	  79455		  3718	  15
4421	  79458		  3719	  15
4422	  79474		  3723	  15
4423	  79576		  3722	  15
4424	  79580		  3733	  15
4425	  79583		  3571	  15
4426	  79630		  3725	  15
4427	  79639		  3727	  15
4428	  79642		  3728	  15
4429	  79729		  3729	  15
4430	  79742		  3735	  15
4431	  79747		  3730	  15
4432	  79750		  3731	  15
4433	  79767		  3742	  15
4434	  79772		  3743	  15
4435	  79783		  5133	  15
4436	  79786		  3744	  15
4437	  79790		  3746	  15
4438	  79793		  3747	  15
4439	  79829		  3749	  15
4440	  79835		  3750	  15
4441	  79839		  3751	  15
4442	  79867		  3753	  15
4443	  79870		  3754	  15
4444	  79878		  3679	  15
4445	  79882		  3757	  15
4446	  79896		  3758	  15
4447	  79899		  3759	  15
4448	  79902		  3760	  15
4449	  79905		  3761	  15
4450	  79909		  3762	  15
4451	  79919		  3763	  15
4452	  79924		  3764	  15
4453	  79936		  3765	  15
4454	  79939		  3766	  15
4455	  79950		  3767	  15
4456	  79991		  3771	  15
4457	  79996		  3774	  15
4458	  79999		  3775	  15
4459	  80013		  3777	  15
4460	  80022		  4413	  15
4461	  80028		  3779	  15
4462	  80032		  3780	  15
4463	  80037		  3781	  15
4464	  80040		  3782	  15
4465	  80045		  3784	  15
4466	  80048		  3783	  15
4467	  80069		  3786	  15
4468	  80153		  5778	  15
4469	  80172		  2975	  15
4470	  80176		  3791	  15
4471	  80481		  3797	  15
4472	  80553		  3795	  15
4473	  80556		  3794	  15
4474	  80604		  3798	  15
4475	  80629		  3799	  15
4476	  80650		  3801	  15
4477	  80653		  3802	  15
4478	  80668		  3805	  15
4479	  80718		  3810	  15
4480	  80868		  3814	  15
4481	  80917		  3815	  15
4482	  80939		  3817	  15
4483	  80942		  3823	  15
4484	  80946		  3824	  15
4485	  80949		  3827	  15
4486	  80953		  3829	  15
4487	  80976		  3821	  15
4488	  80981		  3833	  15
4489	  80986		  3834	  15
4490	  81024		  3836	  15
4491	  81027		  3837	  15
4492	  81030		  3841	  15
4493	  81033		  3839	  15
4494	  81040		  3840	  15
4495	  81076		  3844	  15
4496	  81079		  3845	  15
4497	  81089		  3848	  15
4498	  81092		  3850	  15
4499	  81096		  3851	  15
4500	  81182		  3855	  15
4501	  81190		  3858	  15
4502	  81193		  3862	  15
4503	  81197		  3863	  15
4504	  81204		  3864	  15
4505	  81207		  3865	  15
4506	  81216		  3869	  15
4507	  81223		  3870	  15
4508	  81227		  3872	  15
4509	  81247		  8038	  15
4510	  81250		  3648	  15
4511	  81261		  3876	  15
4512	  81266		  3878	  15
4513	  81269		  3877	  15
4514	  81284		  3881	  15
4515	  81288		  3882	  15
4516	  81291		  3883	  15
4517	  81296		  3886	  15
4518	  81300		  3889	  15
4519	  81304		  3890	  15
4520	  81309		  3891	  15
4521	  81312		  3894	  15
4522	  81315		  3895	  15
4523	  81327		  3896	  15
4524	  81330		  3900	  15
4525	  81335		  3901	  15
4526	  81338		  3902	  15
4527	  81383		  3904	  15
4528	  81386		  3905	  15
4529	  81390		  3906	  15
4530	  81393		  3907	  15
4531	  81396		  3909	  15
4532	  81415		  5588	  15
4533	  81453		  3916	  15
4534	  81497		  3917	  15
4535	  81528		  3918	  15
4536	  81549		  3920	  15
4537	  81564		  3923	  15
4538	  81567		  3924	  15
4539	  81574		  3925	  15
4540	  81583		  3927	  15
4541	  81586		  3928	  15
4542	  81590		  3929	  15
4543	  81594		  3930	  15
4544	  81601		  3931	  15
4545	  81604		  3932	  15
4546	  81610		  3935	  15
4547	  81613		  3936	  15
4548	  81616		  3941	  15
4549	  81619		  3943	  15
4550	  81622		  3944	  15
4551	  81625		  3947	  15
4552	  81630		  3945	  15
4553	  81634		  3948	  15
4554	  81692		  3952	  15
4555	  81695		  3953	  15
4556	  81698		  3954	  15
4557	  81702		  3955	  15
4558	  81807		  3959	  15
4559	  81811		  3960	  15
4560	  81836		  3961	  15
4561	  81857		  4886	  15
4562	  81860		  3964	  15
4563	  81863		  3965	  15
4564	  81954		  3963	  15
4565	  81957		  3966	  15
4566	  81960		  3957	  15
4567	  81963		  3968	  15
4568	  82049		  7062	  15
4569	  82184		  4966	  15
4570	  82235		  6257	  15
4571	  82240		  6278	  15
4572	  82249		  3977	  15
4573	  82265		  3978	  15
4574	  82269		  3979	  15
4575	  82276		  3981	  15
4576	  82279		  3987	  15
4577	  82282		  3982	  15
4578	  82304		  3989	  15
4579	  82308		  3983	  15
4580	  82314		  3984	  15
4581	  82318		  3990	  15
4582	  82321		  3985	  15
4583	  82355		  3986	  15
4584	  82358		  3991	  15
4585	  82367		  3992	  15
4586	  82371		  3997	  15
4587	  82374		  3998	  15
4588	  82380		  4000	  15
4589	  82386		  4001	  15
4590	  82418		  4005	  15
4591	  82421		  4006	  15
4592	  82425		  4007	  15
4593	  82442		  4008	  15
4594	  82451		  4010	  15
4595	  82475		  4016	  15
4596	  82479		  4015	  15
4597	  82483		  4019	  15
4598	  82487		  4020	  15
4599	  82497		  4023	  15
4600	  82502		  4025	  15
4601	  82505		  4026	  15
4602	  82509		  4027	  15
4603	  82517		  4028	  15
4604	  82520		  4034	  15
4605	  82526		  4035	  15
4606	  82529		  4036	  15
4607	  82693		  4038	  15
